dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,dimension9,dimension10,dimension11,dimension12,dimension13,dimension14,dimension15,dimension16,dimension17,dimension18,dimension19,dimension20,dimension21,dimension22,dimension23,dimension24,dimension25,dimension26,dimension27,dimension28,dimension29,dimension30,dimension31,dimension32,dimension33,dimension34,dimension35,dimension36,dimension37,dimension38,dimension39,dimension40,dimension41,dimension42,dimension43,dimension44,dimension45,dimension46,dimension47,dimension48,dimension49,dimension50,dimension51,dimension52,dimension53,dimension54,dimension55,dimension56,dimension57,dimension58,dimension59,dimension60,dimension61,dimension62,dimension63,dimension64,dimension65,dimension66,dimension67,dimension68,dimension69,dimension70,dimension71,dimension72,dimension73,dimension74,dimension75,dimension76,dimension77,dimension78,dimension79,dimension80,dimension81,dimension82,dimension83,dimension84,dimension85,dimension86,dimension87,dimension88,dimension89,dimension90,dimension91,dimension92,dimension93,dimension94,dimension95,dimension96,dimension97,dimension98,dimension99,dimension100,dimension101,dimension102,dimension103,dimension104,dimension105,dimension106,dimension107,dimension108,dimension109,dimension110,dimension111,dimension112,dimension113,dimension114,dimension115,dimension116,dimension117,dimension118,dimension119,dimension120,dimension121,dimension122,dimension123,dimension124,dimension125,dimension126,dimension127,dimension128,dimension129,dimension130,dimension131,dimension132,dimension133,dimension134,dimension135,dimension136,dimension137,dimension138,dimension139,dimension140,dimension141,dimension142,dimension143,dimension144,dimension145,dimension146,dimension147,dimension148,dimension149,dimension150,dimension151,dimension152,dimension153,dimension154,dimension155,dimension156,dimension157,dimension158,dimension159,dimension160,dimension161,dimension162,dimension163,dimension164,dimension165,dimension166,dimension167,dimension168,dimension169,dimension170,dimension171,dimension172,dimension173,dimension174,dimension175,dimension176,dimension177,dimension178,dimension179,dimension180,dimension181,dimension182,dimension183,dimension184,dimension185,dimension186,dimension187,dimension188,dimension189,dimension190,dimension191,dimension192,dimension193,dimension194,dimension195,dimension196,dimension197,dimension198,dimension199,dimension200,categories
-0.343478,0.19671,0.258633,-0.49508,0.0969602,0.148922,0.820041,0.107353,-0.337692,0.396742,-0.306968,0.104704,-0.224545,0.0457266,-0.189353,0.131078,-0.157664,0.150107,-0.458873,0.268697,-0.0192273,-0.709149,-0.654811,-0.502239,-0.0762595,-0.154151,0.0804392,0.158747,-0.144863,-0.26463,-0.261292,-0.0467929,0.0423592,0.222836,0.239116,0.0851451,-0.14799,0.38342,-0.27262,-0.0565239,-0.211726,-0.01537,0.198892,-0.00852749,-0.0545573,0.390273,-0.307649,-0.167836,-0.727658,0.293334,-0.362212,-0.353562,0.418646,-0.062851,0.136989,0.0786342,-0.268524,0.468635,-0.0288851,0.0388621,0.190715,-0.208104,0.438472,0.0374632,0.599137,0.341922,0.0193443,-0.144908,-0.141457,0.103558,-0.235666,-0.000531195,-0.0878062,0.0242029,0.218792,0.367147,0.151239,-0.762003,-0.500304,0.300055,-0.423486,0.0689353,0.0244785,-0.271088,0.354371,0.1823,0.278052,-0.011739,-0.277227,0.495907,-0.0969455,0.171439,0.256199,0.106133,0.412493,0.213952,-0.294862,-0.25499,-0.0587536,-0.0898371,-0.728446,0.740065,-0.400623,-0.698898,0.273254,-0.260164,-0.786359,-0.34078,0.347458,0.463597,-0.63693,0.101909,0.338145,0.258745,-0.163923,0.142444,-0.136875,0.389204,0.690501,0.147879,-0.395078,0.40801,-0.0128369,-0.686532,-0.345816,0.422326,0.315709,0.328862,-0.198127,-0.327923,0.131652,-0.103338,-0.216728,-0.529862,-0.194394,0.47335,0.341595,-0.0862696,-0.452598,-0.621888,-0.522225,-0.447966,0.293578,0.263632,-0.242944,0.908879,-0.199363,0.354381,0.894456,0.503923,0.653176,0.813656,0.103002,-0.46587,0.363831,-0.760158,0.498352,0.381594,0.319386,-0.396491,0.115666,0.136965,0.546932,-0.161286,0.275953,0.34945,-0.616239,0.560693,0.125809,0.0338479,-0.0173076,0.00724444,-0.50494,1.24186,0.0836809,0.0235218,0.183546,0.614678,-0.145359,0.280301,-0.313677,-0.524659,0.738858,-0.379322,0.871895,0.808947,0.438076,-0.255447,0.487747,0.204054,-0.15475,0.468851,0.683704,0.11321,-0.138069,0.143006,0.12029,0.584782,0.24086,0.631183,1
-0.354799,0.242264,0.32287,-0.508982,0.146671,0.149195,0.967858,0.156438,-0.401111,0.493587,-0.414769,0.138525,-0.245331,0.00192081,-0.265572,0.139536,-0.15266,0.176167,-0.50475,0.283473,-0.0227688,-0.860088,-0.72706,-0.551652,-0.0864261,-0.152586,0.089652,0.147099,-0.240764,-0.264685,-0.27065,-0.044246,0.0698091,0.280656,0.24579,0.0773837,-0.163479,0.466498,-0.239311,-0.0206792,-0.236671,0.0388641,0.24374,-0.016942,-0.0795991,0.4228,-0.376898,-0.172354,-0.850879,0.341504,-0.431639,-0.476429,0.500086,-0.0405411,0.128712,0.0969847,-0.321297,0.556608,0.0410825,0.0354283,0.280058,-0.220631,0.560837,0.0272555,0.687689,0.400439,-0.00325096,-0.139294,-0.149694,0.145711,-0.291958,-0.0203051,-0.122825,-0.0158582,0.268572,0.411935,0.174322,-0.95991,-0.50515,0.384288,-0.478248,0.11012,0.0192671,-0.394539,0.414047,0.245173,0.358643,0.0276442,-0.31344,0.619935,-0.151405,0.163656,0.283634,0.108329,0.467132,0.254641,-0.370724,-0.406427,-0.0805523,-0.103535,-0.780006,0.720993,-0.30762,-0.793288,0.352825,-0.337054,-0.768609,-0.411577,0.258172,0.541103,-0.807123,0.144883,0.41966,0.313913,-0.187195,0.250009,-0.067886,0.554253,0.743658,0.227357,-0.450788,0.543559,0.133614,-0.765399,-0.285677,0.502044,0.453415,0.267652,-0.284218,-0.397574,0.228151,-0.205933,-0.237199,-0.584923,-0.237603,0.60136,0.546188,-0.062404,-0.507611,-0.750406,-0.652701,-0.428822,0.423332,0.269903,-0.330316,1.25544,-0.155963,0.400044,1.11287,0.620573,0.824881,1.05926,0.12523,-0.602931,0.443015,-0.832313,0.797129,0.371316,0.472954,-0.448664,0.186484,0.168775,0.756827,-0.184595,0.361475,0.302009,-0.737109,0.537769,0.0418787,-0.024885,0.0973329,-0.0276982,-0.589775,1.38252,0.0773621,0.0317213,0.281843,0.741197,-0.306557,0.279812,-0.448755,-0.58943,0.847064,-0.330847,1.06308,0.983435,0.62092,-0.332255,0.530166,0.276547,-0.188778,0.47537,0.828883,0.0393625,-0.206421,0.0627385,0.0588204,0.543355,0.360566,0.825588,1
-0.339349,0.197657,0.229485,-0.459922,0.093296,0.14416,0.80592,0.112375,-0.297013,0.40891,-0.296148,0.115883,-0.206399,0.0198291,-0.165846,0.104416,-0.128011,0.147219,-0.441511,0.230951,-0.021584,-0.68564,-0.626986,-0.491017,-0.0863632,-0.15136,0.0906412,0.118773,-0.166979,-0.235202,-0.230082,-0.0387162,0.0208605,0.201211,0.203987,0.0433874,-0.148216,0.367273,-0.255289,-0.0607554,-0.193014,0.000609972,0.198962,-0.00237291,-0.0487887,0.382455,-0.267297,-0.160195,-0.695643,0.289748,-0.343736,-0.37804,0.428239,-0.055825,0.140255,0.0747254,-0.228681,0.442898,0.00637537,0.0276889,0.166927,-0.201297,0.441443,0.0303354,0.57541,0.323859,-0.00337197,-0.14627,-0.137496,0.0937421,-0.221595,0.0076027,-0.086617,0.0428697,0.241176,0.388195,0.129981,-0.755987,-0.495531,0.288689,-0.413334,0.0671885,0.0438382,-0.266017,0.335608,0.176801,0.247593,-0.00627952,-0.252383,0.475925,-0.0870593,0.168613,0.260014,0.0692275,0.417919,0.227567,-0.293115,-0.258174,-0.0763597,-0.115875,-0.665982,0.699274,-0.368908,-0.675541,0.283615,-0.27304,-0.714024,-0.361243,0.303521,0.475612,-0.680026,0.14518,0.399701,0.291216,-0.134249,0.19157,-0.0688773,0.47315,0.601034,0.166069,-0.335944,0.389298,0.072913,-0.622488,-0.341052,0.421926,0.281098,0.255577,-0.222608,-0.359686,0.175979,-0.145675,-0.142995,-0.514078,-0.202463,0.452267,0.35192,-0.0548644,-0.397949,-0.65318,-0.606252,-0.41749,0.287875,0.242538,-0.231518,0.89021,-0.187111,0.344205,0.89909,0.511954,0.712829,0.827526,0.10067,-0.459221,0.377595,-0.693729,0.534337,0.379498,0.336822,-0.340681,0.132094,0.152368,0.548304,-0.203477,0.337827,0.229466,-0.627503,0.529207,0.0614082,-0.0152431,0.0635413,0.0889744,-0.51985,1.2244,0.101482,0.0129685,0.157802,0.578632,-0.225756,0.245567,-0.256403,-0.502355,0.718563,-0.286862,0.859187,0.767163,0.356121,-0.231164,0.407668,0.287275,-0.145809,0.380784,0.661023,0.0544945,-0.125674,0.138444,0.149173,0.492046,0.260667,0.621868,1
-0.34837,0.220085,0.303439,-0.503995,0.133399,0.146087,0.936063,0.14188,-0.372245,0.47753,-0.378834,0.132127,-0.235467,0.0137114,-0.249841,0.130189,-0.148666,0.166324,-0.478831,0.284825,-0.0285632,-0.818123,-0.706042,-0.540088,-0.0923032,-0.157272,0.0869486,0.14356,-0.21438,-0.261449,-0.256594,-0.0444503,0.0633023,0.257527,0.247183,0.0645434,-0.166408,0.436948,-0.243742,-0.0245648,-0.224837,0.0269869,0.228473,-0.00984764,-0.0578925,0.398807,-0.346764,-0.169726,-0.818496,0.322577,-0.409639,-0.450461,0.483165,-0.042043,0.1369,0.0916115,-0.29611,0.525339,0.0302955,0.0299489,0.248869,-0.212255,0.537451,0.0272414,0.660868,0.37275,0.00192479,-0.145204,-0.143935,0.12934,-0.280513,-0.010256,-0.129243,0.00182795,0.262164,0.415077,0.165104,-0.904959,-0.498236,0.35138,-0.474129,0.107844,0.0350977,-0.368669,0.394699,0.237306,0.338749,0.011981,-0.291188,0.588714,-0.136247,0.15867,0.288504,0.10319,0.45094,0.2478,-0.352448,-0.364478,-0.0925943,-0.0953255,-0.702269,0.728595,-0.335043,-0.769436,0.29532,-0.316905,-0.780655,-0.419205,0.29088,0.52957,-0.781427,0.124014,0.40782,0.308294,-0.143755,0.239819,-0.0799794,0.4891,0.733855,0.225424,-0.427836,0.481079,0.077808,-0.748966,-0.334869,0.486986,0.399449,0.264287,-0.271242,-0.406889,0.219482,-0.168802,-0.208819,-0.550199,-0.245911,0.579794,0.496399,-0.0553989,-0.48333,-0.695467,-0.635456,-0.438835,0.361071,0.27923,-0.305663,1.15012,-0.153144,0.357759,1.01437,0.600712,0.797836,0.968783,0.124291,-0.566985,0.425477,-0.815975,0.699471,0.410432,0.445448,-0.436938,0.202159,0.177926,0.71827,-0.210616,0.394019,0.31192,-0.687008,0.570577,0.0777175,0.0143905,0.0812748,-0.00404314,-0.584451,1.34245,0.117,0.0240357,0.259445,0.732772,-0.263607,0.263065,-0.385184,-0.555901,0.821115,-0.316164,1.01943,0.908344,0.57283,-0.292824,0.48532,0.290831,-0.184574,0.44939,0.788404,0.0510411,-0.216918,0.0754802,0.0840431,0.528086,0.354,0.737816,1
-0.34927,0.216897,0.30471,-0.500194,0.133297,0.150406,0.928416,0.141871,-0.374434,0.4736,-0.373846,0.131416,-0.237783,0.0137473,-0.24863,0.128589,-0.14738,0.16206,-0.476031,0.280011,-0.0307915,-0.813906,-0.707795,-0.539979,-0.0922671,-0.158834,0.0851353,0.141122,-0.212097,-0.257991,-0.25769,-0.045345,0.0648227,0.256637,0.247003,0.0643461,-0.165505,0.43318,-0.245971,-0.0259617,-0.226179,0.0214483,0.22094,-0.00111559,-0.0555814,0.399973,-0.345961,-0.167611,-0.813656,0.322327,-0.407434,-0.448442,0.481333,-0.0484387,0.137922,0.0897351,-0.303381,0.522826,0.0281183,0.0297294,0.247254,-0.214318,0.535708,0.0258832,0.657727,0.367263,0.00506624,-0.147556,-0.149175,0.127112,-0.282111,-0.00923605,-0.131331,0.00386017,0.262121,0.41057,0.1666,-0.897488,-0.497907,0.344814,-0.471462,0.105365,0.0327427,-0.363973,0.39544,0.235401,0.336888,0.0125285,-0.289865,0.584965,-0.128484,0.157893,0.288991,0.103336,0.455199,0.252379,-0.348875,-0.36361,-0.0888237,-0.0936103,-0.699395,0.722709,-0.34958,-0.751857,0.298431,-0.310845,-0.776928,-0.400851,0.290472,0.521758,-0.780238,0.134223,0.40948,0.32049,-0.142097,0.241356,-0.0767061,0.488777,0.725069,0.231554,-0.424321,0.483543,0.0690304,-0.734448,-0.336411,0.476958,0.40377,0.26338,-0.264677,-0.391376,0.210543,-0.159256,-0.203126,-0.547363,-0.231646,0.5693,0.478167,-0.0630301,-0.473487,-0.68947,-0.642903,-0.42863,0.357549,0.266862,-0.302922,1.13489,-0.158461,0.35634,1.01175,0.595056,0.790357,0.969174,0.115399,-0.562494,0.421831,-0.813092,0.699463,0.400596,0.444689,-0.43531,0.194569,0.17894,0.715529,-0.210809,0.38471,0.315352,-0.683479,0.564342,0.0649651,0.0149988,0.0724061,0.00841993,-0.575998,1.33953,0.112555,0.00925412,0.252282,0.724252,-0.258705,0.259828,-0.385623,-0.546085,0.817339,-0.315832,1.01721,0.905138,0.560959,-0.285,0.496193,0.278423,-0.190496,0.445093,0.783269,0.0499638,-0.216919,0.0844281,0.0849161,0.521034,0.354761,0.730557,1
-0.327896,0.343931,0.301596,-0.586171,0.242862,0.0393638,0.92555,0.137864,-0.398922,0.528248,-0.433744,0.0263793,-0.162864,0.00443184,-0.311769,0.29822,-0.170331,0.215513,-0.510707,0.296827,-0.0403994,-0.81328,-0.681554,-0.588163,-0.098945,-0.165727,0.185193,0.0471215,-0.224561,-0.312161,-0.392888,-0.075446,-0.00612226,0.16588,0.270812,0.0866312,-0.29516,0.463711,-0.21305,-0.0185779,-0.21338,0.0294023,0.236051,-0.103652,-0.0721956,0.38613,-0.256559,-0.154618,-0.847726,0.412909,-0.381896,-0.511642,0.437464,-0.146967,0.124795,0.0525606,-0.210252,0.535769,0.00102087,-0.0349424,0.263019,-0.121494,0.525369,0.053779,0.593785,0.427443,-0.0838098,-0.0881845,-0.123883,0.04835,-0.269006,-0.0612524,-0.137663,0.0665156,0.158519,0.444671,0.193402,-0.890518,-0.554814,0.314652,-0.445734,0.00131184,-0.00762148,-0.290041,0.435383,0.264684,0.476459,0.0585687,-0.169652,0.650058,-0.129826,0.111022,0.275239,0.159846,0.468482,0.240977,-0.386724,-0.371242,-0.206429,-0.0572026,-1.03778,0.939388,-0.15823,-0.822965,0.139791,-0.114955,-0.696306,-0.188554,0.220409,0.623051,-0.66418,0.315718,0.342144,0.160006,-0.301157,0.022865,-0.338635,0.373071,0.78267,0.139351,-0.761644,0.564264,0.1568,-0.509929,-0.290465,0.821658,0.588033,0.498928,-0.454468,-0.116875,0.0633693,-0.326838,-0.258499,-0.81151,-0.284261,0.5616,0.351704,0.200723,-0.190103,-0.77264,-0.606964,-0.318532,0.343973,0.247816,-0.42844,1.21742,-0.171164,0.419332,0.940611,0.656846,0.57966,0.820977,0.0352561,-0.634333,0.442941,-0.558303,0.595933,0.464675,0.366304,-0.483246,0.190289,0.386676,0.541048,-0.182863,0.153113,0.108272,-0.556133,0.595337,0.0538443,-0.0381986,0.11366,-0.175826,-0.650694,1.39306,0.166127,-0.115045,0.330424,0.741051,-0.432405,0.114635,-0.228956,-0.482337,0.781635,-0.32428,0.924087,1.03412,0.45906,-0.484469,0.540507,0.17817,-0.065453,0.179893,0.578966,0.0700721,-0.635619,0.128574,0.112953,0.463777,0.284704,0.542783,1
-0.362577,0.203969,0.361709,-0.44349,0.209004,0.165641,0.9771,0.184718,-0.442222,0.525709,-0.397862,0.0794224,-0.166031,-0.0242614,-0.300133,0.15443,-0.170728,0.159378,-0.505063,0.274211,-0.0475944,-0.932684,-0.718352,-0.589937,-0.0762774,-0.195994,0.0426274,0.121872,-0.244342,-0.212569,-0.372718,-0.0834351,0.149199,0.241538,0.32794,0.0723035,-0.235751,0.53533,-0.227163,-0.0155339,-0.225755,0.0370382,0.215708,0.0481789,-0.00693402,0.442766,-0.368332,-0.121504,-0.852829,0.35602,-0.431626,-0.479863,0.484738,-0.0346756,0.157321,0.132958,-0.373209,0.562138,0.0279223,0.00627527,0.28886,-0.163035,0.572054,0.0525752,0.716028,0.336394,-0.0266255,-0.130201,-0.167288,0.209268,-0.319316,-0.117288,-0.155569,-0.038201,0.265989,0.40628,0.187332,-0.949869,-0.487798,0.307894,-0.48224,0.0667886,0.0425555,-0.381471,0.468404,0.307637,0.396599,0.0182546,-0.38749,0.715892,-0.167867,0.0552869,0.280647,0.0573465,0.501298,0.273471,-0.397435,-0.412698,-0.101796,-0.116797,-0.769613,0.771589,-0.291033,-0.692836,0.333989,-0.307677,-0.714206,-0.20292,0.311399,0.50793,-0.851171,0.15322,0.370708,0.339087,-0.160818,0.173239,-0.0509351,0.491931,0.934915,0.194517,-0.520722,0.566495,0.0703891,-0.68431,-0.276683,0.516526,0.615708,0.160193,-0.257944,-0.192391,0.142178,-0.148626,-0.22221,-0.611643,-0.201107,0.471903,0.501599,0.0524409,-0.4548,-0.679197,-0.649363,-0.27647,0.227452,0.208867,-0.359349,1.30014,-0.211261,0.370663,1.08816,0.622546,0.743983,1.04308,-0.121489,-0.584969,0.46149,-0.829238,0.821266,0.38915,0.336595,-0.446513,0.0872722,0.169372,0.664673,-0.155199,0.4353,0.234723,-0.70351,0.587613,-0.000198318,-0.0990031,0.109438,-0.00754756,-0.379256,1.4209,0.116514,-0.0758106,0.316806,0.757254,-0.230733,0.20875,-0.457896,-0.476798,0.921822,-0.230085,1.1571,1.03968,0.581714,-0.337367,0.712069,0.215589,-0.189346,0.398545,0.748491,-0.0780769,-0.437836,0.0739548,0.24508,0.546706,0.383925,0.76961,1
-0.388018,0.230813,0.352109,-0.495422,0.233167,0.0598598,0.92942,0.217923,-0.400731,0.48599,-0.402372,0.0221529,-0.240858,0.0953584,-0.316083,0.325453,-0.2331,0.155766,-0.473441,0.297285,-0.0666851,-0.877125,-0.74986,-0.585951,-0.0968687,-0.212877,0.100281,0.0438225,-0.195122,-0.303942,-0.34847,-0.0708265,0.0299972,0.220717,0.32049,0.0921952,-0.302097,0.435421,-0.18494,0.0361088,-0.229409,0.00188078,0.164602,-0.00217073,-0.0757209,0.337754,-0.311545,-0.18204,-0.820767,0.352925,-0.383729,-0.515536,0.413615,-0.20249,0.0530653,0.107877,-0.329246,0.488724,0.0219246,-0.0310065,0.303823,-0.161295,0.503343,0.0174919,0.640845,0.393756,-0.0348119,-0.151303,-0.148079,0.0282656,-0.312477,-0.122689,-0.149056,0.0221499,0.202894,0.411047,0.225107,-0.86227,-0.477155,0.225428,-0.3948,0.0776133,-0.0301128,-0.335269,0.466294,0.25367,0.453488,0.0911026,-0.274242,0.712475,-0.121037,0.0681663,0.296781,0.176173,0.551548,0.251093,-0.393382,-0.368048,-0.142731,-0.0552961,-0.885069,0.944398,-0.348641,-0.77719,0.135514,0.0274083,-0.768678,-0.177293,0.292945,0.471714,-0.663912,0.242234,0.312064,0.105908,-0.285061,0.103012,-0.273627,0.509846,0.824215,0.312466,-0.692217,0.633028,0.0793944,-0.62243,-0.357822,0.737235,0.60764,0.369963,-0.324897,-0.10297,0.202539,-0.274788,-0.222689,-0.715117,-0.339264,0.684544,0.514887,0.0882267,-0.342257,-0.72052,-0.691231,-0.378912,0.4149,0.238168,-0.27186,1.34868,-0.114972,0.313725,0.989274,0.631457,0.743955,0.863747,-0.13183,-0.510755,0.346601,-0.607674,0.765066,0.484535,0.348373,-0.488901,0.0951123,0.269786,0.586726,0.0314354,0.130889,0.160402,-0.627578,0.54993,0.129242,-0.0365707,0.0453169,-0.0107663,-0.564796,1.46606,0.118037,-0.184262,0.314622,0.754859,-0.192248,0.318875,-0.46029,-0.414324,0.869396,-0.384427,1.02404,1.04202,0.522265,-0.514819,0.639537,0.103007,-0.266491,0.333018,0.597973,0.138129,-0.510353,0.00702242,0.201469,0.426318,0.460338,0.585069,1
-0.380915,0.215848,0.340422,-0.492532,0.190936,0.0515861,0.922325,0.187559,-0.448472,0.468654,-0.41445,0.0538713,-0.238874,0.0652628,-0.31125,0.310168,-0.227194,0.185283,-0.49889,0.265815,-0.0286945,-0.913603,-0.730915,-0.603629,-0.0662592,-0.184274,0.0632643,0.0702848,-0.208121,-0.281673,-0.390392,-0.0829777,0.0362108,0.254303,0.329608,0.140594,-0.314059,0.505863,-0.216511,0.0186238,-0.233954,0.0100895,0.205515,-0.0347286,-0.0548103,0.395132,-0.361077,-0.185614,-0.811158,0.324693,-0.379366,-0.473904,0.413383,-0.0957437,0.0514484,0.13385,-0.353476,0.5688,0.00385834,-0.0134982,0.270352,-0.15538,0.477538,0.0629458,0.688201,0.392891,-0.0147911,-0.12614,-0.149183,0.101169,-0.275579,-0.15094,-0.122774,-0.0290877,0.24677,0.426938,0.178318,-0.910639,-0.516047,0.286959,-0.410569,0.0292109,-0.00194704,-0.350067,0.459825,0.25076,0.431081,0.0695254,-0.339833,0.709277,-0.135046,0.0783834,0.27176,0.156975,0.526008,0.218669,-0.399958,-0.377057,-0.130159,-0.0899258,-0.949429,0.914669,-0.271293,-0.838358,0.227322,0.0328566,-0.754687,-0.140607,0.266122,0.489831,-0.673358,0.181613,0.251081,0.0796062,-0.271342,0.109435,-0.221823,0.486187,0.894136,0.224071,-0.595619,0.574004,0.118136,-0.642815,-0.351304,0.693904,0.654289,0.354486,-0.34871,-0.144348,0.181929,-0.262644,-0.212831,-0.707402,-0.296684,0.616378,0.559365,0.144391,-0.422478,-0.740931,-0.641515,-0.35804,0.291343,0.216276,-0.265708,1.39475,-0.222099,0.417957,1.02544,0.643144,0.752362,0.899018,-0.154304,-0.588644,0.458078,-0.737512,0.833883,0.485762,0.286042,-0.450831,0.0814763,0.204903,0.545697,-0.00707605,0.131958,0.266064,-0.582265,0.509693,0.132252,-0.0584387,0.0706686,-0.0968662,-0.451198,1.47109,0.166408,-0.138582,0.30854,0.683923,-0.263048,0.319617,-0.494821,-0.394415,0.945177,-0.371446,0.98978,1.10394,0.583127,-0.501002,0.751076,0.150926,-0.162433,0.28257,0.626359,0.0386099,-0.48552,0.0345533,0.253554,0.576011,0.385942,0.65903,1
-0.331735,0.195634,0.218763,-0.465758,0.0774275,0.139986,0.812839,0.0945615,-0.305857,0.388333,-0.292176,0.0984375,-0.173806,0.0177273,-0.170539,0.112569,-0.144054,0.172339,-0.435803,0.213291,-0.00331565,-0.696177,-0.588647,-0.476656,-0.0652696,-0.136485,0.0727293,0.151767,-0.167848,-0.247675,-0.207845,-0.0561491,-0.00020656,0.218084,0.188048,0.0923426,-0.134919,0.406718,-0.265149,-0.0647297,-0.167634,0.030732,0.265906,-0.0290475,-0.0493296,0.402353,-0.309571,-0.176086,-0.710017,0.299368,-0.358208,-0.340818,0.401853,-0.0161177,0.131937,0.140989,-0.22091,0.451032,-0.00238269,0.0346689,0.158335,-0.220989,0.416955,0.0651667,0.571624,0.376766,0.00525262,-0.135299,-0.119086,0.100645,-0.186478,0.0170969,-0.0432552,0.0299432,0.243395,0.350134,0.125939,-0.76592,-0.514103,0.344862,-0.401437,0.0753655,0.0132626,-0.26172,0.354238,0.154818,0.239707,-0.0194342,-0.294746,0.464267,-0.0968885,0.200357,0.236799,0.0675323,0.394222,0.189986,-0.294641,-0.247737,-0.0342262,-0.121268,-0.879011,0.71539,-0.294265,-0.713412,0.334669,-0.232456,-0.677255,-0.377283,0.228568,0.526468,-0.544899,0.120581,0.28783,0.287384,-0.26373,0.187666,-0.0254146,0.419933,0.688483,0.149623,-0.307699,0.386441,0.0408411,-0.552327,-0.168255,0.367648,0.474956,0.325968,-0.310016,-0.452632,0.159265,-0.130916,-0.175556,-0.489712,-0.132709,0.317119,0.456656,-0.0276906,-0.455316,-0.716343,-0.444209,-0.400033,0.2305,0.22721,-0.245364,0.899533,-0.26938,0.443149,0.904251,0.458434,0.666386,0.803115,0.0297867,-0.525169,0.422726,-0.771747,0.5189,0.33534,0.19735,-0.290672,-0.0367039,0.114867,0.554008,-0.152764,0.279035,0.275696,-0.639803,0.488356,0.0606831,-0.0954147,0.0278322,0.0418869,-0.407225,1.28233,0.0140368,0.0794656,0.157416,0.449863,-0.196561,0.189166,-0.106047,-0.529525,0.68409,-0.261853,0.714567,0.763955,0.400694,-0.19616,0.38877,0.32263,-0.0765271,0.335935,0.666208,0.0149319,-0.0754793,0.183783,0.0760836,0.628324,0.216765,0.702361,1
-0.332821,0.194042,0.210125,-0.459932,0.0801037,0.145844,0.792422,0.0986069,-0.297306,0.392241,-0.275313,0.100616,-0.183537,0.0220545,-0.159677,0.0919923,-0.128822,0.159549,-0.435304,0.219699,-0.0141687,-0.684161,-0.588953,-0.472679,-0.0708623,-0.143732,0.0706994,0.135697,-0.155244,-0.242004,-0.207283,-0.049525,0.0146577,0.201691,0.196123,0.0695058,-0.124651,0.393397,-0.263781,-0.0712366,-0.174783,0.0217171,0.228467,-0.0147023,-0.0289696,0.399314,-0.291004,-0.165055,-0.695108,0.289539,-0.350078,-0.345002,0.401797,-0.0274231,0.1475,0.107098,-0.217757,0.439801,-0.00460486,0.0224124,0.15356,-0.209835,0.421804,0.0428653,0.558588,0.340874,-0.000606722,-0.132936,-0.121304,0.102315,-0.198806,0.0177409,-0.0541237,0.0350684,0.243687,0.360376,0.12576,-0.732653,-0.514752,0.318722,-0.403509,0.0697462,0.031585,-0.251699,0.338884,0.174132,0.233411,-0.0252536,-0.271155,0.449219,-0.0851197,0.182894,0.24801,0.0559971,0.391211,0.204914,-0.287342,-0.228563,-0.0465678,-0.125111,-0.786175,0.655718,-0.32096,-0.687294,0.304279,-0.269654,-0.685189,-0.343177,0.230489,0.480633,-0.577252,0.140725,0.305407,0.312543,-0.208772,0.18662,-0.0164173,0.440254,0.659058,0.165837,-0.314182,0.379309,0.050812,-0.532148,-0.18279,0.371128,0.426376,0.311769,-0.302023,-0.387268,0.157951,-0.127393,-0.139416,-0.466014,-0.138193,0.304728,0.384072,-0.0240866,-0.413301,-0.671025,-0.476852,-0.37115,0.206648,0.202964,-0.232435,0.833297,-0.243995,0.375449,0.87254,0.439824,0.66484,0.802825,0.0930431,-0.45784,0.397979,-0.759342,0.504462,0.313904,0.26431,-0.316422,-0.00599039,0.131097,0.520295,-0.165911,0.29082,0.236445,-0.620737,0.471814,0.0773628,-0.06028,0.039312,0.0290131,-0.415591,1.23248,0.0309725,0.023021,0.125362,0.467027,-0.215404,0.189487,-0.17402,-0.496723,0.663935,-0.238796,0.749426,0.762591,0.357162,-0.175412,0.410397,0.278696,-0.0965041,0.327108,0.646013,-0.0188329,-0.0828547,0.170702,0.0754013,0.606523,0.22561,0.694631,1
