dimension1,dimension2,dimension3,dimension4,dimension5,dimension6,dimension7,dimension8,dimension9,dimension10,dimension11,dimension12,dimension13,dimension14,dimension15,dimension16,dimension17,dimension18,dimension19,dimension20,dimension21,dimension22,dimension23,dimension24,dimension25,dimension26,dimension27,dimension28,dimension29,dimension30,dimension31,dimension32,dimension33,dimension34,dimension35,dimension36,dimension37,dimension38,dimension39,dimension40,dimension41,dimension42,dimension43,dimension44,dimension45,dimension46,dimension47,dimension48,dimension49,dimension50,dimension51,dimension52,dimension53,dimension54,dimension55,dimension56,dimension57,dimension58,dimension59,dimension60,dimension61,dimension62,dimension63,dimension64,dimension65,dimension66,dimension67,dimension68,dimension69,dimension70,dimension71,dimension72,dimension73,dimension74,dimension75,dimension76,dimension77,dimension78,dimension79,dimension80,dimension81,dimension82,dimension83,dimension84,dimension85,dimension86,dimension87,dimension88,dimension89,dimension90,dimension91,dimension92,dimension93,dimension94,dimension95,dimension96,dimension97,dimension98,dimension99,dimension100,dimension101,dimension102,dimension103,dimension104,dimension105,dimension106,dimension107,dimension108,dimension109,dimension110,dimension111,dimension112,dimension113,dimension114,dimension115,dimension116,dimension117,dimension118,dimension119,dimension120,dimension121,dimension122,dimension123,dimension124,dimension125,dimension126,dimension127,dimension128,dimension129,dimension130,dimension131,dimension132,dimension133,dimension134,dimension135,dimension136,dimension137,dimension138,dimension139,dimension140,dimension141,dimension142,dimension143,dimension144,dimension145,dimension146,dimension147,dimension148,dimension149,dimension150,dimension151,dimension152,dimension153,dimension154,dimension155,dimension156,dimension157,dimension158,dimension159,dimension160,dimension161,dimension162,dimension163,dimension164,dimension165,dimension166,dimension167,dimension168,dimension169,dimension170,dimension171,dimension172,dimension173,dimension174,dimension175,dimension176,dimension177,dimension178,dimension179,dimension180,dimension181,dimension182,dimension183,dimension184,dimension185,dimension186,dimension187,dimension188,dimension189,dimension190,dimension191,dimension192,dimension193,dimension194,dimension195,dimension196,dimension197,dimension198,dimension199,dimension200,categories
0.12213,-0.2347,0.22203,0.468828,0.212435,-0.0837462,-0.0673273,0.203848,-0.163645,0.707445,-0.387744,0.222756,0.381089,-0.0607579,-0.0762811,0.453521,0.138748,-0.314554,-0.295774,-0.304564,-0.219477,0.520479,-0.409984,0.00799114,-0.101311,0.00640947,-0.0138806,-0.437941,-0.159774,-0.0521014,-0.15936,-0.544617,-0.242099,0.200096,0.361792,-0.217678,0.31983,-0.0999934,-0.493998,-0.625418,0.303558,0.218001,0.100604,0.236824,0.200393,0.619372,-0.256842,-0.888634,0.244669,-0.479569,0.321975,0.451397,-0.171422,-0.0895803,-0.233841,0.0647598,0.205959,-0.226392,-0.327762,-0.0905745,-0.285414,-0.211105,-0.0627822,-0.17441,-0.349807,0.138113,0.345478,-0.198699,0.571107,-0.0535594,-0.247396,-0.107817,0.127767,0.466195,-0.461606,-0.104938,-0.00206325,0.502716,0.138739,-0.388291,0.128082,0.00235587,-0.0927901,0.377887,-0.132148,0.096293,-0.311004,0.0859565,-0.326736,-0.0690347,-0.488708,-0.142391,0.071762,0.581954,0.0140655,-0.566939,0.0767332,0.305543,-0.711162,-0.301483,-0.832045,0.690204,-0.284394,-0.684505,0.308462,-0.231252,-0.658186,-0.36199,0.218023,0.50285,-0.525749,0.116259,0.280348,0.283944,-0.248394,0.181563,-0.0203404,0.402505,0.65041,0.144518,-0.296172,0.360726,0.035218,-0.518544,-0.165055,0.351942,0.438482,0.321187,-0.300844,-0.429328,0.157722,-0.125587,-0.165946,-0.472426,-0.130019,0.296444,0.429328,-0.02559,-0.425333,-0.684645,-0.430919,-0.383238,0.20866,0.223649,-0.22723,0.842425,-0.263842,0.41876,0.858333,0.437575,0.640392,0.76861,0.0393357,-0.492408,0.401363,-0.734394,0.481372,0.324733,0.194463,-0.280001,-0.0354248,0.105867,0.516694,-0.152999,0.276977,0.25,-0.607448,0.470684,0.0595264,-0.08587,0.0275339,0.0394259,-0.391312,1.22322,0.0205056,0.0760814,0.136925,0.425309,-0.193491,0.174601,-0.0945986,-0.503696,0.649134,-0.248241,0.685514,0.73131,0.372368,-0.177585,0.373385,0.312583,-0.0864469,0.317156,0.638082,0.0125672,-0.0661476,0.176373,0.0697036,0.595284,0.202844,0.672702,1
0.316683,-0.306444,0.433785,0.535823,0.460307,-0.216042,-0.215309,0.287688,-0.266564,1.06596,-0.334994,0.485666,0.914197,-0.0766798,-0.0474051,0.616873,0.0650343,-0.332781,-0.502256,-0.521658,-0.0827845,0.491505,-0.633285,-0.0939819,-0.170648,0.0286467,0.0608336,-0.5288,-0.344658,-0.197205,-0.0613553,-0.671413,-0.226344,0.295957,0.433101,-0.444508,0.499366,-0.211721,-0.716728,-1.06054,0.503328,0.549592,0.0632508,0.567619,0.316047,0.892439,-0.302191,-1.17003,0.465426,-0.688998,0.454341,0.71815,0.00311368,-0.142649,-0.171367,0.206908,0.0577533,-0.565851,-0.503782,-0.344969,-0.292217,-0.46932,-0.0172629,-0.352808,-0.385211,0.186119,0.889164,-0.263613,0.711471,0.00982892,-0.424957,-0.306839,0.296671,0.669343,-0.84431,-0.0969639,0.0492239,0.40685,0.43368,-0.34265,0.149105,-0.0259067,-0.070063,0.424168,-0.385199,0.0727146,-0.613059,0.221437,-0.396154,0.00270187,-0.739508,-0.351531,0.280961,0.745695,0.0592632,-0.899121,0.165222,0.512779,-0.90133,-0.312457,-0.78257,0.901158,-0.434508,-0.873777,0.348208,-0.333385,-0.908432,-0.439257,0.347411,0.502207,-0.925255,0.102552,0.46444,0.27528,-0.270105,0.205565,-0.17898,0.629671,0.986846,0.0985075,-0.450407,0.462917,0.0712028,-1.03748,-0.204251,0.453025,0.528508,0.233237,-0.510867,-0.429764,0.30445,-0.185932,-0.317778,-0.469203,-0.248425,0.521589,0.667955,-0.111386,-0.569262,-0.886686,-0.72015,-0.703507,0.377075,0.362633,-0.253945,1.51494,-0.162342,0.292204,1.19085,0.62439,0.781262,0.896826,-0.167579,-0.56319,0.579746,-0.888009,0.851846,0.40831,0.278747,-0.435018,0.121503,0.31712,0.860213,-0.249982,0.335206,0.368767,-0.82356,0.536956,0.127538,-0.0891891,0.0456617,0.021701,-0.468803,1.53612,0.163822,-0.0515961,0.384109,0.920037,-0.177387,0.345262,-0.541875,-0.734264,0.939646,-0.285067,1.24534,0.973893,0.875164,-0.380403,0.648411,0.189202,-0.162467,0.534213,0.846456,0.00504694,-0.259293,-0.133061,0.0843168,0.626445,0.478861,0.885062,1
0.152435,-0.208245,0.277347,0.467539,0.150435,-0.0893921,-0.117266,0.182007,-0.114542,0.722703,-0.400652,0.195606,0.378591,-0.0412995,-0.0775198,0.469281,0.0720923,-0.328778,-0.325433,-0.374203,-0.190449,0.484171,-0.446154,0.0642625,-0.0973845,-0.00225933,0.0405722,-0.438941,-0.173771,-0.0422144,-0.136972,-0.520791,-0.236066,0.174202,0.352115,-0.229436,0.316169,-0.132705,-0.48255,-0.642295,0.319342,0.204533,0.0898312,0.257267,0.188634,0.645337,-0.257523,-0.887632,0.260832,-0.400681,0.37797,0.480434,-0.18459,-0.0550003,-0.233974,0.102829,0.168748,-0.269949,-0.278466,-0.14451,-0.261231,-0.256625,-0.0392533,-0.215143,-0.322554,0.0796822,0.402468,-0.236953,0.570801,-0.0539314,-0.27367,-0.053155,0.190136,0.446099,-0.4388,-0.0913611,0.0260529,0.478609,0.189077,-0.381676,0.128262,-0.0273746,-0.116042,0.397953,-0.12436,0.050906,-0.357847,0.0252632,-0.296981,-0.0411454,-0.494684,-0.115392,0.159428,0.592047,0.0604165,-0.597404,0.0755112,0.366531,-0.7629,-0.386537,-0.730195,0.62359,-0.365496,-0.719355,0.30278,-0.302548,-0.697889,-0.268203,0.244532,0.418472,-0.687011,0.167107,0.398027,0.339633,-0.193584,0.164396,-0.0393189,0.465199,0.653862,0.204976,-0.314416,0.391076,0.0743552,-0.570229,-0.279868,0.399273,0.375084,0.307216,-0.25516,-0.294654,0.137154,-0.0866972,-0.165723,-0.502258,-0.173489,0.358775,0.283832,-0.0608443,-0.346812,-0.666508,-0.566541,-0.360638,0.252476,0.181569,-0.250662,0.882908,-0.248887,0.332721,0.893635,0.486776,0.65187,0.807608,0.140719,-0.414987,0.365172,-0.69654,0.578202,0.30158,0.310913,-0.309043,0.0363905,0.124317,0.525157,-0.145756,0.311161,0.202773,-0.596781,0.468742,0.0673231,-0.0485647,0.0385587,0.128775,-0.465596,1.16374,0.057241,0.0276475,0.133001,0.48807,-0.188341,0.25601,-0.208711,-0.499862,0.691387,-0.246498,0.843511,0.769253,0.342509,-0.280352,0.466781,0.214185,-0.17984,0.372569,0.612408,-0.0132457,-0.144267,0.197111,0.17781,0.515501,0.298067,0.613192,1
0.267838,-0.353018,0.432476,0.508629,0.469444,-0.236388,-0.171072,0.284712,-0.26584,1.02966,-0.318163,0.447189,0.854903,-0.0710346,-0.0739771,0.651991,0.0818026,-0.318634,-0.513068,-0.470892,-0.104569,0.577587,-0.62314,-0.0511433,-0.128824,-0.0102104,0.0432144,-0.531539,-0.285943,-0.184682,-0.081035,-0.697309,-0.187944,0.295886,0.42498,-0.464593,0.500952,-0.151483,-0.666769,-0.992121,0.456327,0.471547,0.0789805,0.556114,0.320251,0.870625,-0.283626,-1.16633,0.426872,-0.701208,0.470851,0.693242,0.00280771,-0.123678,-0.191793,0.216073,0.0966427,-0.518262,-0.489374,-0.347867,-0.294358,-0.412362,-0.0522991,-0.376121,-0.433439,0.265456,0.845149,-0.272262,0.717934,0.0423826,-0.393252,-0.268135,0.284387,0.643248,-0.774021,-0.105756,0.00403991,0.403175,0.394979,-0.399781,0.143722,0.00362373,-0.0669178,0.467953,-0.344315,0.0752921,-0.557503,0.234156,-0.354424,0.00796186,-0.694825,-0.310613,0.243555,0.706344,0.035639,-0.881621,0.179374,0.433776,-0.875113,-0.313131,-0.774218,0.884181,-0.391467,-0.85538,0.333187,-0.362283,-0.918407,-0.443149,0.356872,0.47964,-0.911266,0.0952387,0.41266,0.290331,-0.244434,0.256615,-0.137718,0.600766,0.929926,0.10329,-0.457526,0.49425,0.0274839,-0.980086,-0.243478,0.487823,0.522429,0.19547,-0.423148,-0.453724,0.316693,-0.18095,-0.295873,-0.534666,-0.18321,0.583149,0.658012,-0.0715296,-0.60654,-0.848489,-0.723796,-0.633614,0.379421,0.367144,-0.266967,1.49154,-0.136676,0.400941,1.15999,0.61349,0.776448,0.911144,-0.179687,-0.591328,0.572775,-0.893792,0.847836,0.438672,0.263852,-0.447648,0.103258,0.31605,0.778881,-0.224449,0.357312,0.36295,-0.83753,0.569432,0.139443,-0.0855083,0.0200843,0.0841858,-0.466142,1.49028,0.164597,0.00441846,0.370818,0.879822,-0.185793,0.316727,-0.510605,-0.771174,0.928308,-0.321627,1.17321,0.955915,0.856146,-0.351351,0.671771,0.169905,-0.0957222,0.477339,0.795319,0.0694298,-0.286955,-0.116097,0.0628503,0.655886,0.417908,0.855205,1
0.27718,-0.355056,0.407063,0.503082,0.436047,-0.227715,-0.183565,0.268147,-0.25579,0.993738,-0.32043,0.431473,0.817191,-0.0727899,-0.0701436,0.646797,0.0547894,-0.332459,-0.484131,-0.470837,-0.08395,0.570668,-0.596593,-0.0432247,-0.101899,0.0129335,0.0423524,-0.530553,-0.277775,-0.17293,-0.0857019,-0.68397,-0.203723,0.31208,0.436145,-0.447539,0.499232,-0.164139,-0.651332,-0.963566,0.436486,0.488155,0.076281,0.544573,0.312229,0.834392,-0.279837,-1.16888,0.424829,-0.673651,0.438309,0.688477,-0.0362706,-0.123511,-0.191057,0.223098,0.108692,-0.524618,-0.494101,-0.344789,-0.282363,-0.416742,-0.0264303,-0.363012,-0.420928,0.248718,0.843128,-0.285222,0.738045,0.0299218,-0.392809,-0.263681,0.273949,0.647476,-0.764793,-0.132496,0.00165061,0.384809,0.393493,-0.3861,0.157587,-0.000330235,-0.0948139,0.444962,-0.311587,0.0682022,-0.572324,0.203959,-0.338311,-0.00144412,-0.67488,-0.270298,0.250962,0.705543,0.0320738,-0.890051,0.151667,0.42708,-0.891494,-0.326975,-0.77655,0.874394,-0.392563,-0.858179,0.34464,-0.353992,-0.91141,-0.436847,0.344851,0.47704,-0.9046,0.121964,0.38595,0.27904,-0.255132,0.247515,-0.132414,0.61307,0.906009,0.099318,-0.456342,0.494814,0.0383945,-0.933049,-0.264399,0.464656,0.52551,0.191938,-0.382925,-0.439981,0.269434,-0.145264,-0.277085,-0.524826,-0.210816,0.569882,0.626163,-0.0314223,-0.583117,-0.880848,-0.733164,-0.600083,0.357327,0.338276,-0.268128,1.49733,-0.158981,0.393237,1.13185,0.611318,0.807948,0.929312,-0.203809,-0.560966,0.560133,-0.900867,0.840313,0.415959,0.262554,-0.441912,0.108718,0.327029,0.751388,-0.209638,0.355023,0.361654,-0.799189,0.572086,0.117935,-0.0748595,-0.00227364,0.0816883,-0.489116,1.49785,0.173857,-0.00741261,0.344451,0.846229,-0.194981,0.338135,-0.497511,-0.764199,0.943035,-0.330263,1.19796,0.940626,0.873617,-0.338693,0.686649,0.183232,-0.133463,0.470828,0.755061,0.0544159,-0.308152,-0.114588,0.0868666,0.664945,0.421056,0.87618,1
0.288929,-0.263423,0.328795,0.389946,0.240129,-0.144898,-0.158344,0.266355,-0.0986722,0.74812,-0.314267,0.275828,0.629588,-0.0363632,-0.0267856,0.522822,0.0379116,-0.293289,-0.284499,-0.342247,-0.162386,0.44997,-0.565925,0.0396383,-0.183659,-0.0511266,0.0698986,-0.485212,-0.20956,-0.142088,-0.130849,-0.632657,-0.17003,0.18192,0.394067,-0.409521,0.379682,-0.231111,-0.613068,-0.71843,0.260732,0.335386,0.0124262,0.331873,0.195948,0.722211,-0.242446,-0.948635,0.270036,-0.475897,0.386713,0.521252,-0.0660265,-0.00776465,-0.263801,0.148944,0.074217,-0.346013,-0.387167,-0.273116,-0.197271,-0.304898,0.0418776,-0.299886,-0.28391,0.104468,0.531209,-0.142176,0.529146,0.0206746,-0.328236,-0.0838913,0.173765,0.570276,-0.499967,-0.0667075,0.0117545,0.524263,0.349555,-0.404557,0.100901,-0.116437,-0.107006,0.428248,-0.203288,0.128811,-0.38615,-0.0192524,-0.298886,-0.0744919,-0.544207,-0.180283,0.141585,0.602292,0.105972,-0.70952,0.180158,0.397875,-0.694629,-0.308767,-0.590196,0.7617,-0.379253,-0.709478,0.23301,-0.352615,-0.863282,-0.278038,0.327441,0.429622,-0.664304,0.137549,0.347547,0.306452,-0.145433,0.191821,-0.159336,0.44706,0.742099,0.153956,-0.388238,0.342794,-0.016506,-0.824596,-0.336388,0.364402,0.335343,0.216787,-0.25157,-0.299665,0.149813,-0.191722,-0.210709,-0.507288,-0.232543,0.458417,0.479836,-0.0314941,-0.479187,-0.58995,-0.565457,-0.466344,0.294117,0.192523,-0.309539,1.00804,-0.191533,0.373642,0.995386,0.573646,0.717816,0.792704,0.0574815,-0.508889,0.383141,-0.757321,0.587925,0.325928,0.378173,-0.405127,0.090668,0.184849,0.609074,-0.201115,0.362194,0.331148,-0.65807,0.579641,0.058107,0.0943108,0.0213708,-0.0386661,-0.514416,1.33435,0.189424,0.0473294,0.169215,0.757071,-0.226545,0.264819,-0.433144,-0.604422,0.82899,-0.278696,0.976164,0.852976,0.580684,-0.293834,0.418155,0.270304,-0.140233,0.417237,0.755407,0.0175551,-0.313419,0.0320627,0.203277,0.638637,0.261732,0.661981,1
0.0952818,-0.151581,0.281786,0.37929,0.109625,-0.0624554,-0.0770369,0.124916,-0.0538818,0.564184,-0.30102,0.11426,0.250215,-0.0554151,-0.030493,0.404687,-0.0308195,-0.26415,-0.224732,-0.250435,-0.144062,0.35944,-0.363076,0.078075,-0.0873172,-0.0297102,0.0678698,-0.374873,-0.122457,-0.0182012,-0.156693,-0.416343,-0.136243,0.144194,0.312715,-0.191585,0.172136,-0.11926,-0.420204,-0.471762,0.213446,0.19899,0.0306713,0.193472,0.133299,0.506213,-0.185179,-0.69194,0.182458,-0.289743,0.315082,0.35353,-0.186422,0.0369373,-0.277961,0.118533,0.156159,-0.167238,-0.235499,-0.10955,-0.274512,-0.207935,-0.0408224,-0.166921,-0.277536,0.0784652,0.261214,-0.153188,0.456776,-0.0877806,-0.146345,0.0295373,0.140588,0.383467,-0.284476,-0.106006,0.015456,0.432784,0.107931,-0.390167,0.10591,-0.0825084,-0.112745,0.338272,-0.040272,0.0672742,-0.272858,0.000106083,-0.195352,-0.0733926,-0.368195,-0.0751024,0.137692,0.496454,0.0538344,-0.492643,0.0820979,0.309472,-0.572129,-0.338699,-0.582744,0.592685,-0.362621,-0.577498,0.187308,-0.289058,-0.673126,-0.259576,0.272299,0.376502,-0.572503,0.136991,0.326654,0.267103,-0.11652,0.154172,-0.0446393,0.379082,0.528524,0.168455,-0.293145,0.211667,0.0491663,-0.512611,-0.285853,0.331395,0.184478,0.291922,-0.182334,-0.250359,0.130666,-0.0987384,-0.117699,-0.462006,-0.165561,0.282646,0.230851,-0.0211367,-0.31262,-0.508739,-0.524895,-0.348688,0.166499,0.18646,-0.161276,0.593787,-0.23239,0.284766,0.733015,0.368518,0.566875,0.638621,0.143881,-0.33117,0.275844,-0.590696,0.33428,0.301146,0.235491,-0.27757,0.0739747,0.0874276,0.36552,-0.162909,0.296381,0.142117,-0.508341,0.473752,0.104153,0.0194383,0.0388362,0.0922039,-0.390229,0.989314,0.107981,0.00951067,0.02596,0.390105,-0.201044,0.204184,-0.127711,-0.433713,0.571529,-0.265451,0.71665,0.608281,0.245844,-0.201225,0.341045,0.250837,-0.136001,0.322329,0.502521,0.0232687,-0.106047,0.137614,0.206989,0.439372,0.168763,0.523018,1
0.250082,-0.230382,0.299425,0.385334,0.208667,-0.126852,-0.137497,0.229607,-0.080734,0.704109,-0.310636,0.242094,0.535204,-0.0507725,-0.00297077,0.49565,0.0449208,-0.289605,-0.266807,-0.321275,-0.157345,0.433601,-0.528444,0.0503507,-0.15573,-0.0296678,0.0806932,-0.451192,-0.168335,-0.116416,-0.142468,-0.582009,-0.168017,0.17296,0.394179,-0.313445,0.311938,-0.20685,-0.566254,-0.640156,0.263861,0.282863,0.0360124,0.295962,0.204085,0.669292,-0.20511,-0.866853,0.217263,-0.402967,0.389764,0.48225,-0.103534,-0.0163639,-0.287111,0.148716,0.126834,-0.293128,-0.322741,-0.236333,-0.230142,-0.271239,0.00975718,-0.257906,-0.298905,0.0911826,0.455054,-0.152103,0.499683,-0.0107603,-0.299047,-0.0664094,0.180336,0.52248,-0.43256,-0.0785314,-0.00797706,0.487767,0.274351,-0.393173,0.102574,-0.11293,-0.0969684,0.422844,-0.170411,0.119529,-0.360693,0.00470879,-0.281065,-0.075464,-0.502898,-0.157865,0.132328,0.571289,0.0990601,-0.638837,0.147867,0.340915,-0.671827,-0.315053,-0.593265,0.726832,-0.391771,-0.6631,0.245236,-0.294713,-0.788544,-0.262831,0.336737,0.423142,-0.635899,0.127194,0.341798,0.291865,-0.150707,0.169025,-0.0860475,0.436249,0.658762,0.178996,-0.392905,0.314952,-0.0189843,-0.742359,-0.365742,0.339742,0.290781,0.205777,-0.210738,-0.290737,0.138249,-0.153525,-0.203585,-0.496903,-0.227348,0.410441,0.381912,-0.0625796,-0.446833,-0.551706,-0.557975,-0.405228,0.284842,0.200612,-0.303137,0.894503,-0.1964,0.355272,0.906912,0.505392,0.662075,0.755566,0.0603061,-0.456319,0.354064,-0.733985,0.538662,0.35429,0.32649,-0.334772,0.110096,0.133308,0.560728,-0.201278,0.338938,0.300031,-0.661151,0.566664,0.0354362,0.0701636,0.0321313,0.0186644,-0.475103,1.23855,0.160694,0.0412022,0.128832,0.678854,-0.201782,0.244849,-0.314379,-0.563826,0.766119,-0.275799,0.917863,0.759985,0.470721,-0.285847,0.409979,0.249599,-0.187573,0.390631,0.685053,0.0544001,-0.238009,0.0862399,0.219286,0.595544,0.254038,0.585494,1
0.204239,-0.212617,0.290478,0.396361,0.17788,-0.0886337,-0.118632,0.186432,-0.0700613,0.662836,-0.309741,0.212378,0.447478,-0.052012,-0.0098055,0.462571,0.0318582,-0.289,-0.254965,-0.299901,-0.146678,0.414626,-0.468375,0.054424,-0.134039,-0.0364983,0.0665036,-0.433914,-0.163575,-0.084476,-0.147859,-0.530611,-0.155959,0.170236,0.372483,-0.267587,0.277667,-0.165612,-0.530751,-0.584492,0.252709,0.266683,0.0348224,0.266853,0.189307,0.616223,-0.200422,-0.813453,0.200795,-0.373773,0.36232,0.441963,-0.131774,0.00182621,-0.279542,0.133711,0.14605,-0.261885,-0.301513,-0.187401,-0.241897,-0.254093,-0.00505684,-0.224399,-0.296292,0.0895469,0.386728,-0.150785,0.485021,-0.0401207,-0.24119,-0.0496926,0.168625,0.477798,-0.386617,-0.0868344,0.0032432,0.477673,0.212441,-0.385373,0.1002,-0.0911223,-0.100611,0.396837,-0.121814,0.123246,-0.330101,0.00215025,-0.248407,-0.0810394,-0.45273,-0.121198,0.133891,0.554096,0.0895219,-0.594275,0.131068,0.325346,-0.638069,-0.311752,-0.608904,0.689906,-0.369184,-0.634315,0.237888,-0.292296,-0.732405,-0.258276,0.309124,0.419901,-0.609058,0.129177,0.321324,0.292318,-0.139064,0.172366,-0.0768108,0.431064,0.618621,0.186499,-0.361524,0.269813,-0.00129742,-0.66229,-0.320634,0.330454,0.275572,0.228186,-0.207549,-0.291918,0.111569,-0.133707,-0.179955,-0.466862,-0.220695,0.34894,0.343232,-0.0316303,-0.406617,-0.530704,-0.525704,-0.374705,0.219734,0.172259,-0.268518,0.805358,-0.232972,0.349925,0.855474,0.448684,0.627597,0.720346,0.0591003,-0.431424,0.356291,-0.697852,0.481527,0.307789,0.285486,-0.318521,0.0820319,0.11613,0.504344,-0.20426,0.33354,0.26975,-0.623131,0.534731,0.0402114,0.0454794,0.0208665,0.0208404,-0.434668,1.18356,0.144467,0.0385709,0.105029,0.585929,-0.202917,0.223448,-0.245949,-0.534892,0.710757,-0.267355,0.850125,0.721287,0.407499,-0.274757,0.395492,0.250546,-0.166009,0.350362,0.636124,0.0335674,-0.199329,0.103056,0.21387,0.567635,0.213002,0.576438,1
0.054668,-0.13869,0.266456,0.368419,0.0525301,0.00326537,-0.0342984,0.102084,-0.0432011,0.528647,-0.320794,0.118079,0.189664,-0.064988,-0.0008586,0.367829,-0.0460491,-0.253777,-0.196889,-0.22298,-0.135464,0.379655,-0.295615,0.0629688,-0.0494141,0.00206428,0.0677872,-0.379207,-0.0727129,-0.00869221,-0.159911,-0.370331,-0.130394,0.140341,0.325809,-0.159526,0.145151,-0.110683,-0.369111,-0.440873,0.187491,0.16853,0.0365409,0.168803,0.154817,0.462485,-0.168568,-0.672669,0.189878,-0.25805,0.292962,0.352952,-0.240884,0.0233507,-0.298365,0.133887,0.177449,-0.143224,-0.216351,-0.0925983,-0.28647,-0.184907,-0.0401971,-0.169535,-0.263514,0.0665504,0.199764,-0.17259,0.449784,-0.100712,-0.105411,0.0592772,0.141772,0.361218,-0.262866,-0.0958003,0.0420866,0.417777,0.0634976,-0.384286,0.11469,-0.0891336,-0.138766,0.339915,0.00981283,0.0997414,-0.271551,0.000139368,-0.177556,-0.0703248,-0.367226,-0.0775869,0.134301,0.465812,0.0316477,-0.445291,0.0777287,0.297983,-0.603925,-0.336667,-0.632423,0.47,-0.333029,-0.642026,0.148454,-0.306926,-0.680159,-0.262179,0.216321,0.333469,-0.544643,0.111438,0.286136,0.254641,-0.103259,0.138396,-0.00125184,0.357834,0.498556,0.138084,-0.282806,0.245244,0.0879088,-0.42714,-0.212116,0.38614,0.225725,0.344042,-0.205976,-0.251907,0.150703,-0.0280553,-0.0703226,-0.48656,-0.152199,0.260642,0.198614,-0.00773673,-0.265914,-0.537788,-0.536453,-0.323965,0.183529,0.144925,-0.144158,0.522913,-0.296709,0.290155,0.63681,0.322501,0.564559,0.629082,0.155248,-0.252881,0.242702,-0.517952,0.304249,0.241767,0.208055,-0.277303,0.0506244,0.136713,0.318001,-0.103314,0.259277,0.119207,-0.464762,0.464135,0.117484,-0.00364955,-0.0142753,0.113962,-0.426531,0.972676,0.0674559,-0.02521,-0.00456257,0.306409,-0.226531,0.252788,-0.0837194,-0.39806,0.522937,-0.242533,0.636571,0.602486,0.167887,-0.130749,0.317233,0.261482,-0.145248,0.307371,0.496206,0.00981679,-0.040888,0.211986,0.163706,0.400977,0.200326,0.534183,1
0.00601831,-0.0826915,0.232828,0.290039,0.00868549,0.00854969,-0.00901027,0.0409371,-0.0135431,0.380167,-0.250422,0.00783342,0.0347423,-0.075162,-0.0122191,0.316013,-0.104638,-0.211797,-0.145318,-0.140083,-0.114491,0.268214,-0.217361,0.095329,-0.03495,-0.0301301,0.0715617,-0.29992,-0.0533102,0.0324632,-0.16019,-0.260686,-0.0633437,0.116121,0.250156,-0.0767859,0.0293857,-0.0554049,-0.260123,-0.303623,0.130376,0.130116,0.00790713,0.0969801,0.0763527,0.318274,-0.141381,-0.485245,0.112026,-0.156828,0.233496,0.231024,-0.226594,0.0877259,-0.283664,0.110494,0.158987,-0.0455169,-0.146017,-0.0208356,-0.28553,-0.133373,-0.0541134,-0.103414,-0.233157,0.0695388,0.0678748,-0.118966,0.353601,-0.133769,-0.0116334,0.108227,0.0940994,0.258328,-0.136312,-0.127279,0.0439273,0.368204,-0.0298421,-0.347919,0.0897885,-0.0783077,-0.112488,0.245839,0.0714827,0.0580793,-0.168922,-0.00912104,-0.118034,-0.0906588,-0.221809,-0.0205639,0.110821,0.363596,0.0171788,-0.336251,0.0393107,0.238545,-0.43443,-0.300753,-0.52152,0.442654,-0.297196,-0.485939,0.0861396,-0.259331,-0.578966,-0.233096,0.189426,0.301219,-0.423131,0.100906,0.252884,0.225461,-0.0616896,0.116814,0.0229158,0.297705,0.351893,0.116431,-0.216899,0.107879,0.0444364,-0.250364,-0.186406,0.281289,0.0760931,0.345775,-0.144756,-0.177172,0.139515,-0.0622332,-0.0406989,-0.415266,-0.128797,0.135551,0.119525,0.0283238,-0.155457,-0.404633,-0.446971,-0.266785,0.0607382,0.15031,-0.0439075,0.221623,-0.270311,0.245082,0.510464,0.240188,0.452679,0.466757,0.200146,-0.143872,0.159411,-0.409262,0.0846779,0.243996,0.15251,-0.203161,0.0348749,0.0553244,0.118324,-0.109667,0.26323,0.0048447,-0.346992,0.350777,0.13686,-0.00187534,0.00499132,0.119814,-0.285001,0.755884,0.0999804,-0.00556281,-0.125987,0.115335,-0.194523,0.134524,0.01854,-0.302472,0.350671,-0.231751,0.45286,0.436346,0.00341197,-0.0923061,0.226724,0.24627,-0.105752,0.247671,0.309903,0.00932167,0.0517306,0.189166,0.188598,0.288863,0.0609505,0.417204,1
